indicatorcode,indicatorname,topic,type,uniquevisitors,pageviews,maybedisagg,derived,disaggregation,primary,estimatetypemodeledornot,i,sum_obs,mean_obs_pc,max_obs_pc,year_max,year_min,avg_year_max,avg_year_min,avg_year_avg,cy_cov,cy_cov1960,cy_cov1970,cy_cov1980,cy_cov1990,cy_cov2000,cy_cov2010
dc.dac.ausl.cd,"Net bilateral aid flows from DAC donors, Australia (current US$)",Economic Policy & Debt: Official development assistance,Primary,203,312,1,0,0,1,,DC.DAC.AUSL.CD,4184,19.28110599,53,2017,1965,2014.3743,1980.5092,1998.5984,0.32135177,0.093548387,0.25898618,0.36313364,0.38202766,0.36313364,0.4672811
dc.dac.autl.cd,"Net bilateral aid flows from DAC donors, Austria (current US$)",Economic Policy & Debt: Official development assistance,Primary,53,85,1,0,0,1,,DC.DAC.AUTL.CD,4873,22.4562212,57,2017,1960,2014.0974,1976.9026,1996.7926,0.37427035,0.11889401,0.23548387,0.42442396,0.52027649,0.52764976,0.41889402
dc.dac.bell.cd,"Net bilateral aid flows from DAC donors, Belgium (current US$)",Economic Policy & Debt: Official development assistance,Primary,62,110,1,0,0,1,,DC.DAC.BELL.CD,4991,23,58,2017,1960,2012.3525,1976.5065,1994.3009,0.38333333,0.10921659,0.37096775,0.45576036,0.50921661,0.48018435,0.37465438
dc.dac.canl.cd,"Net bilateral aid flows from DAC donors, Canada (current US$)",Economic Policy & Debt: Official development assistance,Primary,221,330,1,0,0,1,,DC.DAC.CANL.CD,6072,27.98156682,58,2017,1960,2015.2937,1974.0313,1995.2474,0.46635944,0.23502304,0.35529953,0.51198155,0.58341014,0.64009219,0.47235024
dc.dac.cecl.cd,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",Economic Policy & Debt: Official development assistance,Primary,303,557,1,0,0,1,,DC.DAC.CECL.CD,6010,27.69585253,58,2017,1960,2014.7531,1977.1807,1996.7555,0.46159753,0.1,0.33317971,0.49631336,0.65990782,0.66543782,0.51474655
dc.dac.chel.cd,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",Economic Policy & Debt: Official development assistance,Primary,89,143,1,0,0,1,,DC.DAC.CHEL.CD,5212,24.01843318,56,2017,1961,2012.6603,1975.7885,1994.5686,0.40030721,0.15437788,0.38709676,0.44009218,0.49216589,0.51382488,0.41428572
dc.dac.czel.cd,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",Economic Policy & Debt: Official development assistance,Primary,50,78,1,0,0,1,,DC.DAC.CZEL.CD,1190,5.483870968,13,2017,2005,2015.5938,2006.1797,2010.7986,0.091397852,0,0,0,0,0.21843319,0.32995391
dc.dac.deul.cd,"Net bilateral aid flows from DAC donors, Germany (current US$)",Economic Policy & Debt: Official development assistance,Primary,335,838,1,0,0,1,,DC.DAC.DEUL.CD,6992,32.22119816,58,2017,1960,2014.6989,1971.8313,1993.4681,0.53701997,0.34654379,0.47926268,0.57649767,0.67142856,0.65069127,0.49769586
dc.dac.dnkl.cd,"Net bilateral aid flows from DAC donors, Denmark (current US$)",Economic Policy & Debt: Official development assistance,Primary,79,138,1,0,0,1,,DC.DAC.DNKL.CD,3856,17.76958525,55,2017,1960,2011.0935,1977.0288,1994.571,0.29615974,0.07695853,0.27327189,0.32626727,0.38663596,0.41428572,0.29953918
dc.dac.espl.cd,"Net bilateral aid flows from DAC donors, Spain (current US$)",Economic Policy & Debt: Official development assistance,Primary,160,258,1,0,0,1,,DC.DAC.ESPL.CD,2994,13.79723502,31,2017,1987,2015,1993.4276,2004.6311,0.22995391,0,0,0.056221198,0.3907834,0.52165896,0.41105992
dc.dac.finl.cd,"Net bilateral aid flows from DAC donors, Finland (current US$)",Economic Policy & Debt: Official development assistance,Primary,63,76,1,0,0,1,,DC.DAC.FINL.CD,3798,17.50230415,47,2017,1971,2012.0891,1981.6688,1998.2355,0.29170507,0,0.14976959,0.32580644,0.39170507,0.46958524,0.41336405
dc.dac.fral.cd,"Net bilateral aid flows from DAC donors, France (current US$)",Economic Policy & Debt: Official development assistance,Primary,204,327,1,0,0,1,,DC.DAC.FRAL.CD,5881,27.10138249,58,2017,1960,2014.7819,1978.6788,1997.0153,0.45168969,0.10552996,0.2359447,0.56082952,0.65023041,0.66820276,0.48940092
dc.dac.gbrl.cd,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",Economic Policy & Debt: Official development assistance,Primary,78,103,1,0,0,1,,DC.DAC.GBRL.CD,6628,30.5437788,58,2017,1960,2014.4639,1971.2469,1992.7633,0.50906295,0.3576037,0.50737327,0.53225803,0.61520737,0.56497693,0.47695854
dc.dac.grcl.cd,"Net bilateral aid flows from DAC donors, Greece (current US$)",Economic Policy & Debt: Official development assistance,Primary,110,157,1,0,0,1,,DC.DAC.GRCL.CD,1734,7.99078341,22,2017,1996,2012.8188,2000.3356,2006.9066,0.13317972,0,0,0,0.1046083,0.40875575,0.2857143
dc.dac.irll.cd,"Net bilateral aid flows from DAC donors, Ireland (current US$)",Economic Policy & Debt: Official development assistance,Primary,52,83,1,0,0,1,,DC.DAC.IRLL.CD,2717,12.52073733,44,2017,1974,2014.0876,1989.8248,2002.3088,0.20867896,0,0.038709678,0.15069124,0.33179724,0.41658986,0.31428573
dc.dac.isll.cd,"Net bilateral aid flows from DAC donors, Iceland (current US$)",Economic Policy & Debt: Official development assistance,Primary,62,105,1,0,0,1,,DC.DAC.ISLL.CD,273,1.258064516,23,2017,1992,2013.6538,2007.8654,2010.8667,0.020967742,0,0,0,0.010599079,0.048847925,0.066359445
dc.dac.ital.cd,"Net bilateral aid flows from DAC donors, Italy (current US$)",Economic Policy & Debt: Official development assistance,Primary,139,203,1,0,0,1,,DC.DAC.ITAL.CD,5218,24.04608295,58,2017,1960,2014.8193,1975.1677,1995.7786,0.40076804,0.19723502,0.3562212,0.43502304,0.47972351,0.51474655,0.42165899
dc.dac.jpnl.cd,"Net bilateral aid flows from DAC donors, Japan (current US$)",Economic Policy & Debt: Official development assistance,Primary,185,251,1,0,0,1,,DC.DAC.JPNL.CD,6698,30.86635945,58,2017,1960,2014.5784,1973.6566,1994.6335,0.51443934,0.20092165,0.42165899,0.58755761,0.6824885,0.6797235,0.51428574
dc.dac.korl.cd,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",Economic Policy & Debt: Official development assistance,Primary,832,1274,1,0,0,1,,DC.DAC.KORL.CD,3450,15.89861751,30,2017,1988,2015.4935,1991.3077,2003.6302,0.26497695,0,0,0.031336404,0.51336408,0.56497693,0.48018435
dc.dac.luxl.cd,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",Economic Policy & Debt: Official development assistance,Primary,44,64,1,0,0,1,,DC.DAC.LUXL.CD,2150,9.907834101,28,2017,1990,2014.5074,1995.3433,2005.241,0.16513057,0,0,0,0.30184332,0.36451614,0.32442397
dc.dac.nldl.cd,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",Economic Policy & Debt: Official development assistance,Primary,135,203,1,0,0,1,,DC.DAC.NLDL.CD,5186,23.89861751,57,2017,1960,2011.9559,1976.3082,1993.8794,0.3983103,0.033640552,0.4294931,0.51244241,0.57004607,0.54470044,0.29953918
dc.dac.norl.cd,"Net bilateral aid flows from DAC donors, Norway (current US$)",Economic Policy & Debt: Official development assistance,Primary,112,174,1,0,0,1,,DC.DAC.NORL.CD,4407,20.30875576,58,2017,1960,2012.7693,1979.8077,1997.2535,0.33847925,0.067741938,0.21474655,0.34746543,0.46129033,0.52764976,0.41198158
dc.dac.nzll.cd,"Net bilateral aid flows from DAC donors, New Zealand (current US$)",Economic Policy & Debt: Official development assistance,Primary,21,32,1,0,0,1,,DC.DAC.NZLL.CD,2744,12.64516129,46,2017,1972,2012.7612,1986.9254,2000.5374,0.21075268,0,0.13686636,0.16866359,0.31105992,0.39032257,0.2576037
dc.dac.poll.cd,"Net bilateral aid flows from DAC donors, Poland (current US$)",Economic Policy & Debt: Official development assistance,Primary,126,211,1,0,0,1,,DC.DAC.POLL.CD,1038,4.783410138,13,2017,2005,2015.7258,2007.0081,2011.3579,0.079723507,0,0,0,0,0.17880185,0.29953918
dc.dac.prtl.cd,"Net bilateral aid flows from DAC donors, Portugal (current US$)",Economic Policy & Debt: Official development assistance,Primary,52,79,1,0,0,1,,DC.DAC.PRTL.CD,1218,5.612903226,32,2017,1960,2014.176,1998.7679,2007.8387,0.093548387,0.009677419,0,0.002304148,0.089861751,0.21751152,0.24193549
dc.dac.svkl.cd,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",Economic Policy & Debt: Official development assistance,Primary,29,53,1,0,0,1,,DC.DAC.SVKL.CD,405,1.866359447,13,2017,2005,2015.2715,2008.5,2012.1481,0.031105991,0,0,0,0,0.052995391,0.13364056
dc.dac.svnl.cd,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",Economic Policy & Debt: Official development assistance,Primary,23,35,1,0,0,1,,DC.DAC.SVNL.CD,351,1.617511521,10,2017,2008,2013.6628,2009.814,2011.7097,0.026958527,0,0,0,0,0.041474655,0.1202765
dc.dac.swel.cd,"Net bilateral aid flows from DAC donors, Sweden (current US$)",Economic Policy & Debt: Official development assistance,Primary,129,234,1,0,0,1,,DC.DAC.SWEL.CD,4161,19.17511521,57,2017,1960,2013.8066,1978.9933,1998.5159,0.31958526,0.082949311,0.15345623,0.26820275,0.48248848,0.51013827,0.42027649
dc.dac.totl.cd,"Net bilateral aid flows from DAC donors, Total (current US$)",Economic Policy & Debt: Official development assistance,Derived,405,769,0,1,0,0,,DC.DAC.TOTL.CD,8085,37.25806452,58,2017,1960,2014.9823,1967.4556,1991.4911,0.62096775,0.51105988,0.59447002,0.64930874,0.73917049,0.7124424,0.51935482
dc.dac.usal.cd,"Net bilateral aid flows from DAC donors, United States (current US$)",Economic Policy & Debt: Official development assistance,Primary,259,415,1,0,0,1,,DC.DAC.USAL.CD,6191,28.52995392,58,2017,1960,2014.9939,1973.043,1994.6908,0.47549924,0.38110599,0.36958525,0.4235023,0.52027649,0.65714288,0.50138247
dc.oda.tldc.cd,"Net ODA provided, to the least developed countries (current US$)",Economic Policy & Debt: Official development assistance,Primary,122,216,0,0,0,1,,DC.ODA.TLDC.CD,1269,5.847926267,57,2016,1960,2016,1974.2581,1995.6556,0.097465441,0.059447005,0.08387097,0.095391706,0.11198157,0.13410138,0.1
dc.oda.tldc.gn.zs,Net ODA provided to the least developed countries (% of GNI),Economic Policy & Debt: Official development assistance,Primary,183,385,0,0,0,1,,DC.ODA.TLDC.GN.ZS,1231,5.67281106,57,2016,1960,2016,1976.7742,1996.6042,0.094546854,0.058064517,0.0797235,0.086175114,0.11013825,0.13317972,0.1
dc.oda.totl.cd,"Net ODA provided, total (current US$)",Economic Policy & Debt: Official development assistance,Primary,978,2121,0,0,0,1,,DC.ODA.TOTL.CD,1354,6.239631336,57,2016,1960,2016,1972.6451,1994.3663,0.10399386,0.077419356,0.085714288,0.10737327,0.11705069,0.13640553,0.1
dc.oda.totl.gn.zs,"Net ODA provided, total (% of GNI)",Economic Policy & Debt: Official development assistance,Derived,503,1265,0,1,0,0,,DC.ODA.TOTL.GN.ZS,1309,6.032258065,57,2016,1960,2016,1974.7097,1995.3685,0.10053764,0.077419356,0.081105992,0.098156683,0.11105991,0.13548388,0.1
dc.oda.totl.kd,"Net ODA provided, total (constant 2015 US$)",Economic Policy & Debt: Official development assistance,Derived,280,467,0,1,0,0,,DC.ODA.TOTL.KD,1354,6.239631336,57,2016,1960,2016,1972.6451,1994.3663,0.10399386,0.077419356,0.085714288,0.10737327,0.11705069,0.13640553,0.1
dt.amt.blat.cd,"PPG, bilateral (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,21,25,1,0,0,1,,DT.AMT.BLAT.CD,6074,27.99078341,49,2018,1970,2017.9839,1970,1993.9919,0.46651307,0,0.5714286,0.5714286,0.5714286,0.5714286,0.51336402
dt.amt.bltc.cd,"PPG, bilateral concessional (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,41,72,1,0,0,1,,DT.AMT.BLTC.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.dimf.cd,"IMF repurchases (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,40,58,0,0,0,1,,DT.AMT.DIMF.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.dltf.cd,"Principal repayments on external debt, long-term + IMF (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,165,286,1,0,0,1,,DT.AMT.DLTF.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.dlxf.cd,"Principal repayments on external debt, long-term (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,1043,1582,1,0,0,1,,DT.AMT.DLXF.CD,6076,28,49,2018,1970,2018,1970,1994,0.46666667,0,0.5714286,0.5714286,0.5714286,0.5714286,0.51428568
dt.amt.dpng.cd,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,21,26,1,0,0,1,,DT.AMT.DPNG.CD,6031,27.79262673,49,2018,1970,2017.6371,1970,1993.8186,0.46321043,0,0.5714286,0.5714286,0.5714286,0.5714286,0.49354839
dt.amt.dppg.cd,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,47,124,0,0,0,1,,DT.AMT.DPPG.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.mibr.cd,"PPG, IBRD (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,38,55,1,0,0,1,,DT.AMT.MIBR.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.mida.cd,"PPG, IDA (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,15,21,1,0,0,1,,DT.AMT.MIDA.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.mlat.cd,"PPG, multilateral (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,14,22,1,0,0,1,,DT.AMT.MLAT.CD,6076,28,49,2018,1970,2018,1970,1994,0.46666667,0,0.5714286,0.5714286,0.5714286,0.5714286,0.51428568
dt.amt.mltc.cd,"PPG, multilateral concessional (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,19,27,1,0,0,1,,DT.AMT.MLTC.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.offt.cd,"PPG, official creditors (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,29,46,1,0,0,1,,DT.AMT.OFFT.CD,6076,28,49,2018,1970,2018,1970,1994,0.46666667,0,0.5714286,0.5714286,0.5714286,0.5714286,0.51428568
dt.amt.pbnd.cd,"PPG, bonds (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,143,223,1,0,0,1,,DT.AMT.PBND.CD,6021,27.74654378,49,2018,1970,2017.5564,1970,1993.7782,0.4624424,0,0.5714286,0.5714286,0.5714286,0.5714286,0.48894009
dt.amt.pcbk.cd,"PPG, commercial banks (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,38,77,1,0,0,1,,DT.AMT.PCBK.CD,6036,27.8156682,49,2018,1970,2017.6774,1970,1993.8387,0.46359447,0,0.5714286,0.5714286,0.5714286,0.5714286,0.49585253
dt.amt.pngb.cd,"PNG, bonds (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,80,126,1,0,0,1,,DT.AMT.PNGB.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.pngc.cd,"PNG, commercial banks and other creditors (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,29,34,1,0,0,1,,DT.AMT.PNGC.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.amt.prop.cd,"PPG, other private creditors (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,8,8,1,0,0,1,,DT.AMT.PROP.CD,6003,27.66359447,49,2018,1970,2017.4113,1970,1993.7057,0.4610599,0,0.5714286,0.5714286,0.5714286,0.5714286,0.48064515
dt.amt.prvt.cd,"PPG, private creditors (AMT, current US$)",Economic Policy & Debt: External debt: Amortization,Primary,15,24,1,0,0,1,,DT.AMT.PRVT.CD,6051,27.88479263,49,2018,1970,2017.7983,1970,1993.8992,0.46474653,0,0.5714286,0.5714286,0.5714286,0.5714286,0.50276494
dt.axa.dppg.cd,"Principal arrears, public and publicly guaranteed (current US$)","Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Primary,30,46,0,0,0,1,,DT.AXA.DPPG.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axa.offt.cd,"Principal arrears, official creditors (current US$)","Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Primary,51,101,1,0,0,1,,DT.AXA.OFFT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axa.prvt.cd,"Principal arrears, private creditors (current US$)","Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Primary,44,57,1,0,0,1,,DT.AXA.PRVT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axf.dppg.cd,Principal forgiven (current US$),"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Primary,11,20,0,0,0,1,,DT.AXF.DPPG.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axr.dppg.cd,Principal rescheduled (current US$),"Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Primary,21,25,0,0,0,1,,DT.AXR.DPPG.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axr.offt.cd,"Principal rescheduled, official (current US$)","Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Disaggregation,14,16,0,0,1,0,,DT.AXR.OFFT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.axr.prvt.cd,"Principal rescheduled, private (current US$)","Economic Policy & Debt: External debt: Arrears, reschedulings, etc.",Disaggregation,12,14,0,0,1,0,,DT.AXR.PRVT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.com.dppg.cd,"Commitments, public and publicly guaranteed (COM, current US$)",Economic Policy & Debt: External debt: Commitments,Primary,37,57,1,0,0,1,,DT.COM.DPPG.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.com.mibr.cd,"Commitments, IBRD (COM, current US$)",Economic Policy & Debt: External debt: Commitments,Primary,183,283,0,0,0,1,,DT.COM.MIBR.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.com.mida.cd,"Commitments, IDA (COM, current US$)",Economic Policy & Debt: External debt: Commitments,Primary,91,140,1,0,0,1,,DT.COM.MIDA.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.com.offt.cd,"Commitments, official creditors (COM, current US$)",Economic Policy & Debt: External debt: Commitments,Primary,67,90,1,0,0,1,,DT.COM.OFFT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.com.prvt.cd,"Commitments, private creditors (COM, current US$)",Economic Policy & Debt: External debt: Commitments,Primary,19,26,1,0,0,1,,DT.COM.PRVT.CD,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.cur.dmak.zs,"Currency composition of PPG debt, Deutsche mark (%)",Economic Policy & Debt: External debt: Currency composition,Disaggregation,69,103,0,0,1,0,,DT.CUR.DMAK.ZS,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.cur.euro.zs,"Currency composition of PPG debt, Euro (%)",Economic Policy & Debt: External debt: Currency composition,Disaggregation,247,376,0,0,1,0,,DT.CUR.EURO.ZS,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.cur.ffrc.zs,"Currency composition of PPG debt, French franc (%)",Economic Policy & Debt: External debt: Currency composition,Disaggregation,42,55,0,0,1,0,,DT.CUR.FFRC.ZS,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
dt.cur.jyen.zs,"Currency composition of PPG debt, Japanese yen (%)",Economic Policy & Debt: External debt: Currency composition,Disaggregation,441,696,0,0,1,0,,DT.CUR.JYEN.ZS,5949,27.41474654,48,2017,1970,2016.9758,1970,1993.4879,0.45691246,0,0.5714286,0.5714286,0.5714286,0.5714286,0.45576039
